region	tags	indicator	"Дистанционные образовательные технологии > в том числе (из графы 17) 
Республика Тыва	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки специалистов среднего звена / 1.0	1	1116	12	0	0	0	0	0	0	0	7075	90	1	989	9	13
Республика Тыва	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Тыва	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки специалистов среднего звена / 1.0	0	0	0	0	0	0	0	0	0	0	1077	9	0	0	0	0
Республика Хакасия	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	106	2894	72	0	0	0	168	2293	106	60	3307	87	272	2716	58	9
Республика Хакасия	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки специалистов среднего звена / 1.0	786	6408	88	0	0	0	137	3670	112	52	10203	147	0	9563	128	8
Республика Хакасия	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Республика Хакасия	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки специалистов среднего звена / 1.0	0	0	0	0	0	0	209	1365	209	5	1365	5	0	1365	5	0
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	974	228583	4194	7	276	774	5710	99812	3303	2143	568551	10586	1647	220295	4047	1383
Российская Федерация	Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки специалистов среднего звена / 1.0	5618	1154461	13917	57	623	422	13339	351587	9334	5197	2679792	35899	4260	1079294	12863	4213
Российская Федерация	Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	1075	230666	4226	7	276	774	5727	100766	3320	2163	577215	10703	1722	224472	4079	1398
Российская Федерация	Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки специалистов среднего звена / 1.0	28660	1299521	15348	59	698	424	13962	401141	9891	5792	3133984	40440	14240	1223249	14282	4725
Российская Федерация	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	974	228583	4194	7	276	774	5710	99812	3303	2143	568551	10586	1647	220295	4047	1383
Российская Федерация	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки специалистов среднего звена / 1.0	5618	1154461	13917	57	623	422	13339	351587	9334	5197	2679792	35899	4260	1079294	12863	4213
Российская Федерация	Частные	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	101	2083	32	0	0	0	17	954	17	20	8664	117	75	4177	32	15
Российская Федерация	Частные	Образовательные программы подготовки специалистов среднего звена / 1.0	23042	145060	1431	2	75	2	623	49554	557	595	454192	4541	9980	143955	1419	512
Российская Федерация	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	101	2083	32	0	0	0	17	954	17	20	8664	117	75	4177	32	15
Российская Федерация	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки специалистов среднего звена / 1.0	23042	145060	1431	2	75	2	623	49554	557	595	454192	4541	9980	143955	1419	512
Ростовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	3856	52	0	0	0	36	1826	38	26	22047	346	0	6782	103	27
Ростовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки специалистов среднего звена / 1.0	0	18949	201	0	0	0	139	8357	145	96	88191	878	11	19393	241	135
Ростовская область	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	0
Ростовская область	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки специалистов среднего звена / 1.0	0	556	25	0	0	0	0	0	0	0	4349	54	0	1221	11	0
Рязанская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	948	17	0	0	0	26	457	23	13	2616	46	0	1070	21	6
Рязанская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки специалистов среднего звена / 1.0	0	10983	98	0	0	0	135	5696	123	54	22763	236	0	8837	80	39
Рязанская область	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0
Рязанская область	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки специалистов среднего звена / 1.0	0	0	0	0	0	0	0	0	0	0	1336	6	0	0	0	1
Самарская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	8766	142	0	0	0	988	4943	455	141	14167	236	0	7625	128	6
Самарская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки специалистов среднего звена / 1.0	0	44325	544	0	0	0	2869	20718	2090	443	68622	817	0	40594	524	9
Самарская область	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	0
Самарская область	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки специалистов среднего звена / 1.0	0	470	3	0	0	0	6	256	6	2	7927	100	0	1376	5	0
Саратовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	1739	40	0	0	0	72	1528	72	35	8121	133	0	945	26	31
Саратовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки специалистов среднего звена / 1.0	0	12387	142	0	0	0	130	5796	125	86	49852	993	0	10979	127	139
Саратовская область	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Саратовская область	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки специалистов среднего звена / 1.0	0	527	11	0	0	0	0	0	0	0	1388	23	0	527	11	0
Сахалинская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	0	0	0	0	0	0	0	0	0	2130	51	0	0	0	4
Сахалинская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки специалистов среднего звена / 1.0	0	3648	39	0	0	0	0	0	0	0	9607	105	0	733	8	3
Свердловская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	7407	142	0	0	0	43	2019	41	39	18168	344	0	6512	122	44
Свердловская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки специалистов среднего звена / 1.0	215	50680	529	0	0	0	82	7066	77	100	100481	3670	119	33988	350	110
Свердловская область	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	5	68	9	0	0	0	0	0	0	0	68	9	0	0	0	0
Свердловская область	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки специалистов среднего звена / 1.0	48	2339	51	0	0	0	0	0	0	0	6649	113	48	1754	49	5
Смоленская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	1057	20	0	0	0	98	2562	98	50	3966	75	0	1651	32	0
Смоленская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки специалистов среднего звена / 1.0	0	4848	91	1	0	0	118	5875	117	90	15446	246	0	5365	87	15
Смоленская область	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Смоленская область	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки специалистов среднего звена / 1.0	0	1405	8	0	0	0	5	708	5	5	2808	24	0	1588	11	5
Ставропольский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	616	35	0	0	0	19	692	18	18	7415	162	0	603	34	14
Ставропольский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки специалистов среднего звена / 1.0	0	19963	251	0	0	0	162	5910	121	60	48409	563	0	17766	223	114
Ставропольский край	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	0	0	0	0	0	1	79	1	2	147	9	0	0	0	3
Ставропольский край	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки специалистов среднего звена / 1.0	0	4714	122	0	0	0	46	3644	42	66	22047	408	205	4750	122	54
Тамбовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	4218	100	0	18	0	362	3996	113	99	4280	101	0	4280	100	6
Тамбовская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки специалистов среднего звена / 1.0	0	14353	186	0	18	0	339	10990	219	172	19958	268	0	14418	186	25
Тамбовская область	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Тамбовская область	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки специалистов среднего звена / 1.0	0	775	23	0	0	0	0	0	0	0	1428	33	0	643	18	14
Тверская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	1341	31	0	0	0	19	658	19	14	4952	105	0	1454	32	32
Тверская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки специалистов среднего звена / 1.0	0	7343	116	0	0	0	94	3624	89	52	22880	309	0	7923	122	71
Тверская область	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Тверская область	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки специалистов среднего звена / 1.0	0	0	0	0	0	0	0	0	0	0	1680	11	0	0	0	0
Томская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	746	15	0	0	0	48	902	32	19	4097	78	0	1546	32	6
Томская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки специалистов среднего звена / 1.0	0	7664	79	0	1	0	246	4821	110	53	21130	251	0	12168	126	50
Томская область	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Томская область	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки специалистов среднего звена / 1.0	0	179	5	0	0	0	5	1433	5	7	1769	9	0	0	0	5
Тульская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	683	13	0	0	0	32	933	29	25	5886	101	0	1061	21	8
Тульская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки специалистов среднего звена / 1.0	0	7467	95	0	0	0	714	2930	46	61	22310	293	0	6508	80	39
Тульская область	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Тульская область	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки специалистов среднего звена / 1.0	0	6847	59	0	0	0	3	4872	3	25	10988	85	0	0	0	2
Тюменская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	1	4230	108	0	0	0	39	1094	35	36	7647	169	1	5486	124	10
Тюменская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки специалистов среднего звена / 1.0	0	16219	183	0	0	0	134	5891	128	75	28830	349	0	19934	234	35
Тюменская область	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	0	0	0	0	0	0	0	0	0	75	3	0	0	0	0
Тюменская область	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки специалистов среднего звена / 1.0	0	39	12	0	0	0	2	58	2	13	2085	32	0	2085	32	4
Удмуртская Республика	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	4575	82	0	0	0	28	2077	28	38	8576	170	0	3322	61	2
Удмуртская Республика	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки специалистов среднего звена / 1.0	0	14062	187	0	0	0	37	2122	37	52	26498	334	550	15885	206	8
Удмуртская Республика	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	807	2	0	0	0	1	15	1	1	925	4	0	925	4	0
Удмуртская Республика	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки специалистов среднего звена / 1.0	0	3715	38	0	0	0	7	575	7	9	9513	93	0	5738	66	1
Ульяновская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	2119	38	0	0	0	5	745	7	12	3775	68	0	1896	34	9
Ульяновская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки специалистов среднего звена / 1.0	0	11243	113	0	0	0	38	1576	40	24	22408	264	0	11517	126	40
Ульяновская область	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ульяновская область	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки специалистов среднего звена / 1.0	0	1042	20	0	0	0	0	0	0	0	2152	26	0	1042	20	0
Хабаровский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	6872	133	0	0	0	100	3757	94	75	6897	137	0	6872	137	8
Хабаровский край	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки специалистов среднего звена / 1.0	76	29343	463	0	0	0	391	12520	340	208	31555	513	0	29849	485	64
Хабаровский край	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Хабаровский край	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки специалистов среднего звена / 1.0	67	192	8	0	0	0	2	253	2	12	377	23	0	310	21	0
Ханты-Мансийский автономный округ	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	3518	76	6	0	0	39	915	38	28	5998	146	0	4518	91	41
Ханты-Мансийский автономный округ	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки специалистов среднего звена / 1.0	284	14471	213	46	0	0	159	4791	177	81	24602	365	284	14890	217	88
Ханты-Мансийский автономный округ	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	481	3	0	0	0	0	0	0	0	481	3	0	481	3	0
Ханты-Мансийский автономный округ	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки специалистов среднего звена / 1.0	0	4763	48	0	0	0	3	295	3	8	4786	51	0	4713	48	0
Челябинская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	8112	113	0	0	0	71	2722	70	42	13717	213	0	6902	86	36
Челябинская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки специалистов среднего звена / 1.0	0	28644	431	0	0	0	94	4080	91	49	65245	864	0	29917	418	84
Челябинская область	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	0	0	0	0	0	0	0	0	0	30	1	0	0	0	0
Челябинская область	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки специалистов среднего звена / 1.0	28	3509	59	0	0	0	17	1364	22	15	20846	206	40	2334	42	8
Чеченская Республика	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	0	0	0	0	0	44	1791	40	31	7012	75	0	0	0	23
Чеченская Республика	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки специалистов среднего звена / 1.0	0	0	0	0	0	0	80	5537	65	58	26249	198	0	705	2	54
Чеченская Республика	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	0	0	0	0	0	5	526	5	7	929	9	0	0	0	6
Чеченская Республика	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки специалистов среднего звена / 1.0	0	0	0	0	0	0	14	667	14	15	4961	31	0	0	0	12
Чувашская Республика	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	2258	39	0	0	0	24	895	22	22	5044	204	269	1929	33	5
Чувашская Республика	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки специалистов среднего звена / 1.0	0	13576	121	0	0	0	38	1565	38	22	23514	1594	0	8659	66	10
Чувашская Республика	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	0	0	0	0	0	0	0	0	0	46	1	0	0	0	0
Чувашская Республика	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки специалистов среднего звена / 1.0	0	2321	29	0	0	0	3	732	3	6	4400	42	0	2321	29	0
Чукотский автономный округ	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	0	0	0	0	0	2	51	2	4	179	11	0	0	0	0
Чукотский автономный округ	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки специалистов среднего звена / 1.0	0	1	1	0	0	0	7	157	6	9	557	21	0	0	0	0
Ямало-Ненецкий автономный округ	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	390	11	0	0	0	0	0	0	0	2166	43	0	659	14	7
Ямало-Ненецкий автономный округ	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки специалистов среднего звена / 1.0	0	1432	26	0	0	0	0	0	0	0	6798	103	0	2284	34	9
Ямало-Ненецкий автономный округ	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ямало-Ненецкий автономный округ	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки специалистов среднего звена / 1.0	0	928	6	0	0	0	0	0	0	0	1630	14	0	0	0	4
Ярославская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	3	5197	112	0	0	0	44	1688	41	50	8182	186	0	6123	143	4
Ярославская область	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки специалистов среднего звена / 1.0	0	17082	286	0	0	0	352	4134	177	95	26874	388	0	18580	288	28
Ярославская область	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ярославская область	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки специалистов среднего звена / 1.0	0	0	0	0	0	0	1	75	10	1	1210	20	0	0	0	0
г.Москва	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	71	19381	261	0	0	0	62	1871	54	33	19541	268	71	19368	260	40
г.Москва	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки специалистов среднего звена / 1.0	163	101247	995	0	0	0	208	8071	107	82	144748	1340	116	98423	966	195
г.Москва	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	310	5	0	0	0	3	180	3	4	3391	23	0	2316	12	0
г.Москва	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки специалистов среднего звена / 1.0	3245	29905	154	0	0	0	21	10029	16	59	89447	469	3589	55420	247	45
г.Санкт-Петербург	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	10735	136	0	0	0	89	3690	62	52	20738	271	0	6870	99	18
г.Санкт-Петербург	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки специалистов среднего звена / 1.0	62	54275	500	0	20	57	718	12473	311	137	99302	867	0	33886	277	86
г.Санкт-Петербург	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	27	27	1	0	0	0	0	0	0	0	27	1	27	27	1	0
г.Санкт-Петербург	Частные; Сведения об организации, реализуемых программах и персонале	Образовательные программы подготовки специалистов среднего звена / 1.0	236	1625	28	0	0	0	4	1477	4	8	5703	70	236	305	10	0
г.Севастополь	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки квалифицированных рабочих, служащих / 2.0	0	0	0	0	0	0	1	50	1	1	2197	25	0	4	4	9
г.Севастополь	Сведения об организации, реализуемых программах и персонале; Государственные, муниципальные (без учета организаций в ведении ФСИН)	Образовательные программы подготовки специалистов среднего звена / 1.0	0	1460	11	0	0	0	2	25	2	1	8221	70	0	1460	11	6
