region	tags	indicator	Число реализуемых образователь-ных программ - всего, ед / 3	Из них / прошли профессио-нально- общественную аккредитацию работодателями и их объедине-ниями / 4	Из них / содержат отдельные дисциплины (модули) в формате онлайн-курсов / 5	Из них / в том числе / онлайн-курсы сторонних организаций, осуществляющих образовательную деятельность / 6	Из них / в том числе / онлайн-курсы в объеме не менее 10% от общей трудоемкости образователь-ной программы / 7	Из них / реализуются полностью в онлайн-формате / 8	Число дисциплин, преподаваемых в рамках образова-тельных программ, реализуемых полностью в онлайн-формате / 9	Численность обучающихся – всего, чел / 10	Сетевая форма реализации образовательных программ / число программ (из графы 3), реализуемых с использованием сетевой формы / 11	Сетевая форма реализации образовательных программ / численность обучающихся (из графы 10) по программам, реализуемым с использованием сетевой формы -всего / 12	Сетевая форма реализации образовательных программ / в том числе (из графы 12) по программам, реализуемым с использованием ресурсов других научных и (или) образовательных организаций / 13	Сетевая форма реализации образовательных программ / в том числе (из графы 13) по очной форме обучения / 14	Сетевая форма реализации образовательных программ / в том числе (из графы 12) с использованием ресурсов иностранных организаций / 15	Сетевая форма реализации образовательных программ / общее число заключенных договоров с организациями на реализацию образовательных программ с использованием сетевой формы, ед / 16	Сетевая форма реализации образовательных программ / из них число заключенных договоров (из графы 16) с использованием ресурсов иностранных организаций / 17	Сетевая форма реализации образовательных программ / число организаций, с которыми заключены договоры на реализацию образовательных программ с использованием сетевой формы, ед / 18	Сетевая форма реализации образовательных программ / в том числе (из графы 18) число иностранных организаций / 19	Электронное обучение / число программ (из графы 3), реализуемых с применением электронного обучения / 20	Электронное обучение / численность обучающихся (из графы 10) с применением электронного обучения / 21	Электронное обучение / в том числе (из графы 21) с применением исключительно электронного обучения / 22	Дистанционные образовательные технологии / число программ (из графы 3), реализуемых с применением дистанционных образовательных технологий / 23	Дистанционные образовательные технологии / численность обучающихся (из графы 10) с применением дистанционных образовательных технологий / 24	Дистанционные образовательные технологии / в том числе (из графы 24) с применением исключительно дистанционных образовательных технологий / 25
Ставропольский край	персонал; Частные	Образовательные программы бакалавриата / 01	67.0	13.0	2.0	0.0	0.0	0.0	3.0	6080.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	4134.0	0.0	46.0	4188.0	0.0
Ставропольский край	персонал; Частные	Образовательные программы магистратуры / 03	28.0	5.0	0.0	0.0	0.0	0.0	0.0	674.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	273.0	0.0	18.0	273.0	0.0
Ставропольский край	персонал; Частные	Образовательные программы специалитета / 02	4.0	0.0	3.0	0.0	0.0	0.0	4.0	379.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	199.0	0.0	1.0	199.0	0.0
Тамбовская область	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	195.0	6.0	99.0	21.0	53.0	0.0	3.0	17104.0	41.0	2033.0	1280.0	825.0	0.0	24.0	0.0	16.0	0.0	21.0	449.0	0.0	91.0	6932.0	0.0
Тамбовская область	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	178.0	1.0	118.0	47.0	70.0	0.0	0.0	4585.0	63.0	801.0	695.0	316.0	0.0	17.0	0.0	9.0	0.0	47.0	657.0	0.0	145.0	3363.0	0.0
Тамбовская область	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	26.0	0.0	16.0	5.0	10.0	0.0	0.0	6709.0	7.0	498.0	498.0	325.0	0.0	4.0	0.0	6.0	0.0	5.0	155.0	0.0	15.0	1740.0	0.0
Тамбовская область	персонал; Частные	Образовательные программы бакалавриата / 01	4.0	0.0	0.0	0.0	0.0	0.0	0.0	728.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тамбовская область	персонал; Частные	Образовательные программы магистратуры / 03	1.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тамбовская область	персонал; Частные	Образовательные программы специалитета / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тверская область	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	137.0	68.0	82.0	1.0	0.0	0.0	6.0	13655.0	3.0	106.0	12.0	12.0	0.0	3.0	0.0	3.0	0.0	81.0	6070.0	0.0	81.0	6070.0	0.0
Тверская область	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	85.0	47.0	48.0	0.0	0.0	0.0	3.0	1801.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	875.0	0.0	48.0	875.0	0.0
Тверская область	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	22.0	8.0	10.0	0.0	0.0	0.0	0.0	5762.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	898.0	0.0	10.0	898.0	0.0
Тверская область	персонал; Частные	Образовательные программы бакалавриата / 01	13.0	1.0	0.0	0.0	0.0	0.0	0.0	1055.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	890.0	0.0	6.0	890.0	0.0
Тверская область	персонал; Частные	Образовательные программы магистратуры / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тверская область	персонал; Частные	Образовательные программы специалитета / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Томская область	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	274.0	58.0	182.0	14.0	178.0	1.0	59.0	40943.0	11.0	772.0	269.0	269.0	269.0	8.0	5.0	8.0	5.0	134.0	17073.0	12.0	132.0	25231.0	12.0
Томская область	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	256.0	61.0	189.0	15.0	177.0	2.0	41.0	9871.0	26.0	447.0	316.0	316.0	93.0	34.0	24.0	17.0	11.0	153.0	6677.0	29.0	119.0	5489.0	29.0
Томская область	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	48.0	14.0	31.0	0.0	29.0	0.0	0.0	11404.0	5.0	200.0	30.0	30.0	22.0	5.0	1.0	3.0	1.0	21.0	3277.0	0.0	20.0	2418.0	0.0
Томская область	персонал; Частные	Образовательные программы бакалавриата / 01	5.0	0.0	0.0	0.0	0.0	0.0	0.0	89.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	51.0	0.0
Томская область	персонал; Частные	Образовательные программы магистратуры / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Томская область	персонал; Частные	Образовательные программы специалитета / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тульская область	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	229.0	15.0	24.0	21.0	0.0	0.0	0.0	22090.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120.0	566.0	0.0	134.0	3968.0	22.0
Тульская область	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	118.0	6.0	5.0	5.0	0.0	0.0	0.0	4174.0	1.0	15.0	15.0	15.0	0.0	1.0	0.0	1.0	0.0	64.0	127.0	0.0	70.0	1022.0	0.0
Тульская область	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	21.0	1.0	3.0	3.0	0.0	0.0	0.0	5216.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	7.0	159.0	0.0
Тульская область	персонал; Частные	Образовательные программы бакалавриата / 01	26.0	11.0	0.0	0.0	0.0	0.0	0.0	1729.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	1532.0	0.0
Тульская область	персонал; Частные	Образовательные программы магистратуры / 03	2.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	12.0	0.0
Тульская область	персонал; Частные	Образовательные программы специалитета / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тюменская область	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	467.0	29.0	294.0	63.0	1.0	1.0	88.0	31378.0	54.0	1413.0	1413.0	1389.0	0.0	15.0	0.0	10.0	0.0	301.0	21184.0	627.0	43.0	5648.0	29.0
Тюменская область	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	169.0	27.0	1.0	1.0	0.0	0.0	2.0	4928.0	3.0	89.0	43.0	0.0	0.0	3.0	0.0	3.0	0.0	51.0	2639.0	0.0	11.0	399.0	0.0
Тюменская область	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	77.0	7.0	16.0	16.0	0.0	0.0	29.0	10567.0	16.0	215.0	215.0	191.0	0.0	11.0	0.0	7.0	0.0	46.0	4275.0	152.0	5.0	5007.0	0.0
Тюменская область	персонал; Частные	Образовательные программы бакалавриата / 01	5.0	0.0	0.0	0.0	0.0	0.0	0.0	259.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тюменская область	персонал; Частные	Образовательные программы магистратуры / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Тюменская область	персонал; Частные	Образовательные программы специалитета / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Удмуртская Республика	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	236.0	5.0	20.0	5.0	0.0	0.0	0.0	26488.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	2393.0	0.0	5.0	192.0	0.0
Удмуртская Республика	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	125.0	3.0	62.0	1.0	1.0	0.0	0.0	4884.0	2.0	55.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	9.0	167.0	0.0	3.0	66.0	0.0
Удмуртская Республика	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	30.0	1.0	2.0	0.0	0.0	0.0	0.0	9089.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Удмуртская Республика	персонал; Частные	Образовательные программы бакалавриата / 01	13.0	6.0	0.0	0.0	0.0	0.0	0.0	420.0	6.0	133.0	133.0	0.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	6.0	133.0	0.0
Удмуртская Республика	персонал; Частные	Образовательные программы магистратуры / 03	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
Удмуртская Республика	персонал; Частные	Образовательные программы специалитета / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ульяновская область	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	291.0	18.0	121.0	10.0	15.0	0.0	11.0	21931.0	1.0	36.0	36.0	36.0	0.0	1.0	0.0	1.0	0.0	88.0	5780.0	0.0	207.0	11709.0	1622.0
Ульяновская область	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	126.0	6.0	7.0	6.0	0.0	0.0	0.0	4125.0	9.0	159.0	130.0	110.0	0.0	8.0	0.0	8.0	0.0	24.0	1160.0	0.0	92.0	2380.0	342.0
Ульяновская область	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	29.0	6.0	17.0	1.0	0.0	0.0	4.0	8776.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	5387.0	0.0	7.0	575.0	71.0
Хабаровский край	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	378.0	1.0	60.0	2.0	0.0	0.0	6.0	23556.0	11.0	888.0	476.0	476.0	1.0	10.0	1.0	4.0	1.0	149.0	11400.0	0.0	160.0	11834.0	171.0
Хабаровский край	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	151.0	1.0	13.0	0.0	0.0	0.0	0.0	3961.0	2.0	17.0	17.0	10.0	0.0	2.0	0.0	2.0	0.0	70.0	2236.0	0.0	75.0	2319.0	223.0
Хабаровский край	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	68.0	5.0	27.0	0.0	0.0	0.0	2.0	11074.0	2.0	135.0	89.0	89.0	0.0	5.0	0.0	3.0	0.0	50.0	9128.0	0.0	50.0	9023.0	89.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	200.0	2.0	44.0	44.0	0.0	0.0	1.0	15069.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.0	5751.0	0.0	108.0	6544.0	0.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	119.0	3.0	37.0	29.0	0.0	0.0	0.0	2244.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	988.0	0.0	60.0	988.0	0.0
Ханты-Мансийский автономный округ	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	14.0	0.0	7.0	7.0	0.0	0.0	0.0	2439.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	1977.0	0.0	12.0	2029.0	0.0
Челябинская область	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	772.0	25.0	51.0	11.0	14.0	0.0	0.0	49819.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	577.0	29743.0	0.0	279.0	25904.0	1464.0
Челябинская область	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	315.0	19.0	16.0	6.0	6.0	0.0	0.0	9292.0	1.0	5.0	5.0	5.0	0.0	1.0	0.0	1.0	0.0	250.0	5598.0	0.0	166.0	5076.0	434.0
Челябинская область	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	220.0	18.0	15.0	11.0	0.0	0.0	0.0	16186.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185.0	12723.0	0.0	84.0	10764.0	175.0
Челябинская область	персонал; Частные	Образовательные программы бакалавриата / 01	33.0	11.0	0.0	0.0	0.0	0.0	0.0	5996.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	769.0	0.0	13.0	1052.0	0.0
Челябинская область	персонал; Частные	Образовательные программы магистратуры / 03	3.0	2.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	35.0	0.0
Челябинская область	персонал; Частные	Образовательные программы специалитета / 02	3.0	2.0	0.0	0.0	0.0	0.0	0.0	367.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чеченская Республика	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	239.0	1.0	0.0	0.0	0.0	0.0	0.0	26425.0	9.0	1081.0	0.0	0.0	0.0	8.0	0.0	3.0	0.0	52.0	3506.0	0.0	171.0	6356.0	0.0
Чеченская Республика	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	114.0	1.0	0.0	0.0	0.0	0.0	0.0	3307.0	1.0	10.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	38.0	1154.0	0.0	70.0	1154.0	0.0
Чеченская Республика	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	44.0	0.0	0.0	0.0	0.0	0.0	0.0	4819.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	161.0	0.0	34.0	946.0	0.0
Чеченская Республика	персонал; Частные	Образовательные программы бакалавриата / 01	2.0	0.0	0.0	0.0	0.0	0.0	0.0	910.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чеченская Республика	персонал; Частные	Образовательные программы магистратуры / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чеченская Республика	персонал; Частные	Образовательные программы специалитета / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чувашская Республика	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	442.0	27.0	157.0	0.0	0.0	0.0	54.0	19333.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	687.0	0.0	168.0	11295.0	94.0
Чувашская Республика	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	118.0	3.0	60.0	0.0	0.0	0.0	34.0	2671.0	2.0	20.0	20.0	20.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	66.0	1712.0	180.0
Чувашская Республика	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	50.0	4.0	25.0	0.0	0.0	0.0	0.0	10147.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	8997.0	0.0
Чувашская Республика	персонал; Частные	Образовательные программы бакалавриата / 01	25.0	0.0	0.0	0.0	0.0	0.0	0.0	2465.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	915.0	0.0	5.0	915.0	0.0
Чувашская Республика	персонал; Частные	Образовательные программы магистратуры / 03	19.0	0.0	0.0	0.0	0.0	0.0	0.0	477.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чувашская Республика	персонал; Частные	Образовательные программы специалитета / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чукотский автономный округ	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	5.0	0.0	0.0	0.0	0.0	0.0	0.0	96.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	96.0	0.0	5.0	96.0	0.0
Чукотский автономный округ	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Чукотский автономный округ	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ямало-Ненецкий автономный округ	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	5.0	0.0	0.0	0.0	0.0	0.0	0.0	169.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	169.0	0.0	0.0	0.0	0.0
Ямало-Ненецкий автономный округ	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ямало-Ненецкий автономный округ	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ярославская область	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	302.0	26.0	217.0	3.0	0.0	0.0	1.0	19696.0	4.0	135.0	135.0	135.0	63.0	2.0	1.0	2.0	1.0	62.0	1443.0	0.0	126.0	6334.0	0.0
Ярославская область	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	125.0	3.0	33.0	0.0	0.0	0.0	0.0	3171.0	1.0	14.0	14.0	14.0	0.0	1.0	0.0	1.0	0.0	51.0	1167.0	0.0	29.0	698.0	0.0
Ярославская область	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	26.0	0.0	7.0	0.0	0.0	0.0	1.0	4801.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	3416.0	8.0	22.0	4272.0	8.0
Ярославская область	персонал; Частные	Образовательные программы бакалавриата / 01	32.0	0.0	2.0	0.0	2.0	0.0	20.0	2698.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	107.0	0.0	0.0	0.0	0.0
Ярославская область	персонал; Частные	Образовательные программы магистратуры / 03	2.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ярославская область	персонал; Частные	Образовательные программы специалитета / 02	4.0	0.0	0.0	0.0	0.0	0.0	0.0	850.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Москва	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	3793.0	371.0	1880.0	362.0	771.0	74.0	2686.0	398106.0	353.0	19098.0	15319.0	14111.0	2939.0	310.0	142.0	259.0	92.0	2010.0	204505.0	492.0	2349.0	230232.0	3022.0
г.Москва	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	3231.0	427.0	1126.0	233.0	593.0	46.0	1199.0	106534.0	319.0	6205.0	4181.0	4102.0	1005.0	355.0	202.0	272.0	121.0	1782.0	56402.0	1415.0	2037.0	62669.0	3229.0
г.Москва	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	806.0	99.0	213.0	43.0	52.0	0.0	32.0	123947.0	47.0	3266.0	1600.0	1361.0	26.0	32.0	12.0	29.0	6.0	449.0	62917.0	83.0	441.0	64860.0	0.0
г.Москва	персонал; Частные	Образовательные программы бакалавриата / 01	689.0	87.0	120.0	9.0	83.0	7.0	404.0	173442.0	24.0	1660.0	874.0	332.0	0.0	8.0	0.0	4.0	0.0	157.0	23129.0	0.0	318.0	56456.0	5637.0
г.Москва	персонал; Частные	Образовательные программы магистратуры / 03	330.0	46.0	9.0	0.0	7.0	2.0	29.0	19475.0	10.0	126.0	26.0	23.0	0.0	8.0	0.0	7.0	0.0	80.0	2401.0	0.0	173.0	7267.0	156.0
г.Москва	персонал; Частные	Образовательные программы специалитета / 02	74.0	4.0	11.0	0.0	6.0	0.0	14.0	14358.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	1215.0	0.0	24.0	3985.0	0.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	1615.0	154.0	872.0	21.0	233.0	1.0	201.0	199443.0	24.0	961.0	925.0	859.0	797.0	76.0	13.0	27.0	12.0	1062.0	107961.0	24.0	1218.0	138416.0	39.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	1451.0	121.0	927.0	25.0	210.0	2.0	196.0	46617.0	68.0	3188.0	1463.0	1449.0	1140.0	90.0	26.0	72.0	15.0	1104.0	33140.0	0.0	1193.0	36540.0	26.0
г.Санкт-Петербург	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	327.0	39.0	113.0	0.0	16.0	0.0	133.0	62614.0	2.0	62.0	62.0	62.0	0.0	2.0	0.0	2.0	0.0	130.0	28767.0	0.0	227.0	22169.0	0.0
г.Санкт-Петербург	персонал; Частные	Образовательные программы бакалавриата / 01	150.0	8.0	69.0	0.0	23.0	0.0	22.0	17381.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	6558.0	0.0	85.0	8916.0	0.0
г.Санкт-Петербург	персонал; Частные	Образовательные программы магистратуры / 03	69.0	3.0	7.0	0.0	0.0	0.0	0.0	2004.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	537.0	0.0	31.0	820.0	0.0
г.Санкт-Петербург	персонал; Частные	Образовательные программы специалитета / 02	17.0	3.0	1.0	0.0	0.0	0.0	0.0	2610.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	192.0	0.0	5.0	411.0	0.0
г.Севастополь	персонал; Государственные, Муниципальные	Образовательные программы бакалавриата / 01	82.0	5.0	53.0	0.0	0.0	0.0	0.0	9023.0	5.0	8.0	8.0	8.0	0.0	1.0	0.0	1.0	0.0	53.0	7403.0	0.0	76.0	8605.0	0.0
г.Севастополь	персонал; Государственные, Муниципальные	Образовательные программы магистратуры / 03	68.0	8.0	50.0	0.0	0.0	0.0	0.0	2150.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	50.0	1682.0	0.0	67.0	2063.0	0.0
г.Севастополь	персонал; Государственные, Муниципальные	Образовательные программы специалитета / 02	13.0	4.0	8.0	0.0	0.0	0.0	0.0	2731.0	4.0	3.0	3.0	3.0	0.0	1.0	0.0	1.0	0.0	8.0	1705.0	0.0	9.0	1735.0	0.0
г.Севастополь	персонал; Частные	Образовательные программы бакалавриата / 01	3.0	0.0	0.0	0.0	0.0	0.0	0.0	399.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Севастополь	персонал; Частные	Образовательные программы магистратуры / 03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
г.Севастополь	персонал; Частные	Образовательные программы специалитета / 02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
